Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,source_file,binary_label
80,2243966,6,0,36,0,6,6,6.0,0.0,0,0,0.0,0.0,16.04302382,2.673837304,448793.2,1002223.621,2241625,1,2243966,448793.2,1002223.621,2241625,1,0,0.0,0.0,0,0,0,0,0,0,120,0,2.673837304,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.0,6.0,0.0,120,0,0,0,0,0,0,6,36,0,0,256,-1,5,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,1
88,773,2,2,504,2884,252,252,252.0,0.0,1442,1442,1442.0,0.0,4382923.674,5174.644243,257.6666667,439.3635549,765,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,64,64,2587.322122,2587.322122,252,1442,728.0,651.7898434,424830.0,0,0,0,0,0,0,0,0,1,910.0,252.0,1442.0,64,0,0,0,0,0,0,2,504,2,2884,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Wednesday-workingHours.pcap_ISCX.csv,0
53,77789,2,2,72,176,36,36,36.0,0.0,88,88,88.0,0.0,3188.11143,51.42115209,25929.66667,44906.30394,77783,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,25.71057605,25.71057605,36,88,56.8,28.48157299,811.2,0,0,0,0,0,0,0,0,1,71.0,36.0,88.0,40,0,0,0,0,0,0,2,72,2,176,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Morning.pcap_ISCX.csv,0
53,211,2,2,88,188,44,44,44.0,0.0,94,94,94.0,0.0,1308056.872,18957.34597,70.33333333,82.79090127,162,1,48,48.0,0.0,48,48,1,1.0,0.0,1,1,0,0,0,0,64,64,9478.672986,9478.672986,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Tuesday-WorkingHours.pcap_ISCX.csv,0
53,23331,1,1,40,56,40,40,40.0,0.0,56,56,56.0,0.0,4114.6971840041,85.7228580001,23331.0,0.0,23331,23331,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.861429,42.861429,40,56,45.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,68.0,40.0,56.0,20,0,0,0,0,0,0,1,40,1,56,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Monday-WorkingHours.pcap_ISCX.csv,0
40860,45,2,1,31,6,31,0,15.5,21.9203102168,6,6,6.0,0.0,822222.222222222,66666.6666666667,22.5,27.5771644663,42,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,20,44444.4444444444,22222.2222222222,0,31,17.0,16.3503312912,267.3333333333,0,1,0,0,1,0,0,0,0,22.6666666667,15.5,6.0,64,0,0,0,0,0,0,2,31,1,6,1611,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Monday-WorkingHours.pcap_ISCX.csv,0
53,61109,1,1,46,78,46,46,46.0,0.0,78,78,78.0,0.0,2029.161007,32.72840334,61109.0,0.0,61109,61109,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16.36420167,16.36420167,46,78,56.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,85.0,46.0,78.0,20,0,0,0,0,0,0,1,46,1,78,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Morning.pcap_ISCX.csv,0
53,24121,2,2,80,290,40,40,40.0,0.0,145,145,145.0,0.0,15339.33087,165.830604,8040.333333,13920.20367,24114,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,82.91530202,82.91530202,40,145,82.0,57.51086854,3307.5,0,0,0,0,0,0,0,0,1,102.5,40.0,145.0,64,0,0,0,0,0,0,2,80,2,290,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,0
53,59837,1,1,47,63,47,47,47.0,0.0,63,63,63.0,0.0,1838.327456,33.42413557,59837.0,0.0,59837,59837,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,16.71206778,16.71206778,47,63,52.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,78.5,47.0,63.0,20,0,0,0,0,0,0,1,47,1,63,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Thursday-WorkingHours-Morning-WebAttacks.pcap_ISCX.csv,0
53,62202,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,5208.8357287547,64.3066139352,20734.0,35908.8773564421,62198,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,64,64,32.1533069676,32.1533069676,30,132,70.8,55.8677008655,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,64,0,0,0,0,0,0,2,60,2,264,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Monday-WorkingHours.pcap_ISCX.csv,0
123,137,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,1401459.854,29197.08029,45.66666667,73.90083446,131,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,14598.54015,14598.54015,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Wednesday-workingHours.pcap_ISCX.csv,0
443,65608645,15,14,742,3784,392,0,49.4666666667,113.0068687335,1519,0,270.2857142857,535.4805790591,68.9848113766,0.4420149204,2343165.89285714,4208672.56825296,10189617,3,61705954,4407568.14285714,5190969.83027505,10240023,243,65557950,5042919.23076923,5062658.51596215,10240236,3,0,0,0,0,488,456,0.2286284071,0.2133865133,0,1519,150.8666666667,384.3060681579,147691.154022989,0,0,0,1,0,0,0,0,0,156.0689655172,49.4666666667,270.2857142857,488,0,0,0,0,0,0,15,742,14,3784,29200,59,3,32,143617.0,228074.952234567,609173,50383,10140708.6666667,76480.5474527129,10189617,10024757,BENIGN,Monday-WorkingHours.pcap_ISCX.csv,0
80,98736717,8,6,376,11595,376,0,47.0,132.9360749,5792,0,1932.5,2181.008184,121.2416248,0.141791224,7595132.077,27400000.0,98700000,1,98700000,14100000.0,37300000.0,98700000,1,34443,6888.6,9728.054086,21141,46,0,0,0,0,264,200,0.081023557,0.060767668,0,5792,798.0666667,1620.825207,2627074.352,0,0,0,0,1,0,0,0,0,855.0714286,47.0,1932.5,264,0,0,0,0,0,0,8,376,6,11595,274,235,1,32,1998.0,0.0,1998,1998,98700000.0,0.0,98700000,98700000,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,1
6129,83,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,72289.15663,24096.38554,83.0,0.0,83,83,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,12048.19277,12048.19277,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,1
53,48410,2,2,76,108,38,38,38.0,0.0,54,54,54.0,0.0,3800.867589,82.62755629,16136.66667,27865.52211,48313,47,47,47.0,0.0,47,47,50,50.0,0.0,50,50,0,0,0,0,64,40,41.31377815,41.31377815,38,54,44.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,55.5,38.0,54.0,64,0,0,0,0,0,0,2,76,2,108,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Tuesday-WorkingHours.pcap_ISCX.csv,0
53,37685,1,1,54,108,54,54,54.0,0.0,108,108,108.0,0.0,4298.7926230596,53.0715138649,37685.0,0.0,37685,37685,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,26.5357569325,26.5357569325,54,108,72.0,31.1769145362,972.0,0,0,0,0,0,0,0,0,1,108.0,54.0,108.0,32,0,0,0,0,0,0,1,54,1,108,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Monday-WorkingHours.pcap_ISCX.csv,0
53,64357,2,2,78,290,39,39,39.0,0.0,145,145,145.0,0.0,5718.103703,62.15330112,21452.33333,37112.3708,64306,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,31.07665056,31.07665056,39,145,81.4,58.0585911,3370.8,0,0,0,0,0,0,0,0,1,101.75,39.0,145.0,64,0,0,0,0,0,0,2,78,2,290,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,0
53,31042,2,2,116,248,58,58,58.0,0.0,124,124,124.0,0.0,11726.0485793441,128.8576766961,10347.3333333333,17877.0885306678,30990,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,64,40,64.428838348,64.428838348,58,124,84.4,36.1496887953,1306.8,0,0,0,0,0,0,0,0,1,105.5,58.0,124.0,64,0,0,0,0,0,0,2,116,2,248,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Monday-WorkingHours.pcap_ISCX.csv,0
37692,62,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,48387.09677,31.0,38.18376618,58,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,32,32258.06452,16129.03226,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,349,307,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,0
80,98364203,7,5,341,11595,335,0,48.71428571,126.259936,10136,0,2319.0,4414.366206,121.3449572,0.1219956,8942200.273,29600000.0,98300000,1,98300000,16400000.0,40100000.0,98300000,1,44999,11249.75,15281.56472,32590,187,0,0,0,0,220,168,0.0711641,0.0508315,0,10136,918.1538462,2798.638027,7832374.808,0,0,0,0,1,0,0,0,0,994.6666667,48.71428571,2319.0,220,0,0,0,0,0,0,7,341,5,11595,251,235,2,20,959.0,0.0,959,959,98300000.0,0.0,98300000,98300000,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,1
53,30749,1,1,47,131,47,47,47.0,0.0,131,131,131.0,0.0,5788.8061400371,65.0427656184,30749.0,0.0,30749,30749,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.5213828092,32.5213828092,47,131,75.0,48.4974226119,2352.0,0,0,0,0,0,0,0,0,1,112.5,47.0,131.0,32,0,0,0,0,0,0,1,47,1,131,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Monday-WorkingHours.pcap_ISCX.csv,0
53,176,2,2,46,46,23,23,23.0,0.0,23,23,23.0,0.0,522727.2727,22727.27273,58.66666667,99.88159657,174,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,11363.63636,11363.63636,23,23,23.0,0.0,0.0,0,0,0,0,0,0,0,0,1,28.75,23.0,23.0,64,0,0,0,0,0,0,2,46,2,46,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Tuesday-WorkingHours.pcap_ISCX.csv,0
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,1
80,61928,5,3,439,512,439,0,87.8,196.3267684,512,0,170.6666667,295.6033378,15356.54308,129.1822762,8846.857143,12857.71237,27793,205,61928,15482.0,17540.66128,33694,337,34041,17020.5,16015.26149,28345,5696,0,0,0,0,172,104,80.73892262,48.44335357,0,512,105.6666667,210.468525,44297.0,0,0,0,1,0,0,0,0,0,118.875,87.8,170.6666667,172,0,0,0,0,0,0,5,439,3,512,65535,939,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Tuesday-WorkingHours.pcap_ISCX.csv,0
53,50419,1,1,49,65,49,49,49.0,0.0,65,65,65.0,0.0,2261.052381,39.66758563,50419.0,0.0,50419,50419,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,40,19.83379282,19.83379282,49,65,54.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,81.5,49.0,65.0,32,0,0,0,0,0,0,1,49,1,65,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Tuesday-WorkingHours.pcap_ISCX.csv,0
44442,49,2,0,4,0,2,2,2.0,0.0,0,0,0.0,0.0,81632.65306,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,48,0,40816.32653,0.0,2,2,2.0,0.0,0.0,0,0,0,1,0,0,0,0,0,3.0,2.0,0.0,48,0,0,0,0,0,0,2,4,0,0,1024,-1,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,0
139,67,3,1,4,4,4,0,1.333333333,2.309401077,4,4,4.0,0.0,119402.9851,59701.49254,22.33333333,32.62412195,60,3,67,33.5,41.71930009,63,4,0,0.0,0.0,0,0,1,0,0,0,96,32,44776.1194,14925.37313,0,4,2.4,2.19089023,4.8,0,1,0,0,1,0,0,0,0,3.0,1.333333333,4.0,96,0,0,0,0,0,0,3,4,1,4,302,302,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Tuesday-WorkingHours.pcap_ISCX.csv,0
52219,12087,13,1,23360,0,2920,0,1796.923077,874.7512467,0,0,0.0,0.0,1932654.919,1158.269215,929.7692308,2738.997327,10044,49,12087,1007.25,2846.189354,10044,49,0,0.0,0.0,0,0,0,0,0,0,260,20,1075.5357,82.73351535,0,2920,1557.333333,1027.448064,1055649.524,0,0,0,0,1,0,0,0,0,1668.571429,1796.923077,0.0,260,0,0,0,0,0,0,13,23360,1,0,1014,0,12,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Tuesday-WorkingHours.pcap_ISCX.csv,0
443,527113,12,9,521,4217,188,0,43.41666667,68.10347519,1418,0,468.5555556,615.3229053,8988.58499,39.83965487,26355.65,81369.98439,368272,1,527113,47919.36364,107921.1042,368272,23,125314,15664.25,21267.80973,46335,1,0,0,0,0,404,296,22.76551707,17.0741378,0,1418,215.3636364,439.5952192,193243.9567,0,0,0,1,0,0,0,0,0,225.6190476,43.41666667,468.5555556,404,0,0,0,0,0,0,12,521,9,4217,29200,340,5,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Tuesday-WorkingHours.pcap_ISCX.csv,0
53,23653,1,1,64,117,64,64,64.0,0.0,117,117,117.0,0.0,7652.306261,84.55587029,23653.0,0.0,23653,23653,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,42.27793515,42.27793515,64,117,81.66666667,30.59956427,936.3333333,0,0,0,0,0,0,0,0,1,122.5,64.0,117.0,32,0,0,0,0,0,0,1,64,1,117,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Tuesday-WorkingHours.pcap_ISCX.csv,0
53,30739,1,1,41,57,41,41,41.0,0.0,57,57,57.0,0.0,3188.13234,65.06392531,30739.0,0.0,30739,30739,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.53196265,32.53196265,41,57,46.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,69.5,41.0,57.0,32,0,0,0,0,0,0,1,41,1,57,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,0
5550,79,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,75949.36709,25316.4557,79.0,0.0,79,79,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,12658.22785,12658.22785,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan,Friday-WorkingHours-Afternoon-PortScan.pcap_ISCX.csv,1
53252,4,2,0,280,0,274,6,140.0,189.5046174,0,0,0.0,0.0,70000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,40,0,500000.0,0.0,6,274,184.6666667,154.7298721,23941.33333,0,1,0,0,1,0,0,0,0,277.0,140.0,0.0,40,0,0,0,0,0,0,2,280,0,0,60,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Morning.pcap_ISCX.csv,0
443,61608137,8,4,169,187,46,0,21.125,23.1111445,64,31,46.75,13.5,5.778457479,0.194779466,5600739.727,17700000.0,59000000,24,61600000,8801162.429,22100000.0,59000000,48,61600000,20500000.0,33300000.0,59000000,213,1,0,0,0,256,128,0.129852977,0.064926489,0,64,30.92307692,22.88180332,523.5769231,0,1,0,0,1,0,0,0,0,33.5,21.125,46.75,256,0,0,0,0,0,0,8,169,4,187,1444,290,3,32,23154.0,0.0,23154,23154,59000000.0,0.0,59000000,59000000,BENIGN,Wednesday-workingHours.pcap_ISCX.csv,0
53,208,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,1557692.308,19230.76923,69.33333333,113.1606528,200,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,9615.384615,9615.384615,30,132,70.8,55.86770087,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Tuesday-WorkingHours.pcap_ISCX.csv,0
80,998675,4,4,355,11595,355,0,88.75,177.5,11595,0,2898.75,5797.5,11965.85476,8.010614064,142667.8571,376752.4989,997062,5,998075,332691.6667,575361.6991,997062,146,1468,489.3333333,459.0384879,918,5,0,0,0,0,144,136,4.005307032,4.005307032,0,11595,1327.777778,3851.997948,14800000.0,0,0,0,1,0,0,0,0,1,1493.75,88.75,2898.75,144,0,0,0,0,0,0,4,355,4,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,1
80,23480,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,85.1788756388,23480.0,0.0,23480,23480,23480,23480.0,0.0,23480,23480,0,0.0,0.0,0,0,0,0,0,0,64,0,85.1788756388,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,264,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Monday-WorkingHours.pcap_ISCX.csv,0
80,5861461,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.6824237165,1953820.33333333,3215602.37718073,5665150,60,5861461,2930730.5,3867053.14211746,5665150,196311,0,0.0,0.0,0,0,0,0,0,0,104,40,0.5118177874,0.1706059291,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,4380,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Monday-WorkingHours.pcap_ISCX.csv,0
443,577702,15,17,818,12287,210,0,54.53333333,74.40609294,1460,0,722.7647059,678.8842436,22684.70596,55.39188024,18635.54839,74758.98202,417291,1,577702,41264.42857,123101.0513,467673,17,562287,35142.9375,103387.4195,417291,1,0,0,0,0,312,352,25.96494386,29.42693638,0,1460,397.1212121,590.8837004,349143.5473,0,0,0,1,0,0,0,0,1,409.53125,54.53333333,722.7647059,312,0,0,0,0,0,0,15,818,17,12287,8192,32,14,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Afternoon-DDos.pcap_ISCX.csv,0
53,67627,1,1,42,58,42,42,42.0,0.0,58,58,58.0,0.0,1478.699336,29.57398672,67627.0,0.0,67627,67627,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,14.78699336,14.78699336,42,58,47.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,71.0,42.0,58.0,40,0,0,0,0,0,0,1,42,1,58,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Morning.pcap_ISCX.csv,0
58715,38,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,52631.5789473684,38.0,0.0,38,38,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,26315.7894736842,26315.7894736842,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,362,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Monday-WorkingHours.pcap_ISCX.csv,0
53,949,1,1,51,112,51,51,51.0,0.0,112,112,112.0,0.0,171759.7471,2107.48156,949.0,0.0,949,949,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,1053.74078,1053.74078,51,112,71.33333333,35.21836642,1240.333333,0,0,0,0,0,0,0,0,1,107.0,51.0,112.0,20,0,0,0,0,0,0,1,51,1,112,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Wednesday-workingHours.pcap_ISCX.csv,0
3017,79,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,202531.6456,50632.91139,26.33333333,22.50185178,49,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,48,40,25316.4557,25316.4557,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Thursday-WorkingHours-Afternoon-Infilteration.pcap_ISCX.csv,0
51908,335,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,35820.89552,5970.149254,335.0,0.0,335,335,335,335.0,0.0,335,335,0,0.0,0.0,0,0,0,0,0,0,40,0,5970.149254,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,32,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Wednesday-workingHours.pcap_ISCX.csv,0
53,61501,2,2,74,234,37,37,37.0,0.0,117,117,117.0,0.0,5008.04865,65.03959285,20500.33333,35502.42275,61495,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,64,32.51979643,32.51979643,37,117,69.0,43.8178046,1920.0,0,0,0,0,0,0,0,0,1,86.25,37.0,117.0,40,0,0,0,0,0,0,2,74,2,234,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Wednesday-workingHours.pcap_ISCX.csv,0
53,52545,1,1,61,107,61,61,61.0,0.0,107,107,107.0,0.0,3197.259492,38.062613,52545.0,0.0,52545,52545,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,32,19.0313065,19.0313065,61,107,76.33333333,26.55811238,705.3333333,0,0,0,0,0,0,0,0,1,114.5,61.0,107.0,40,0,0,0,0,0,0,1,61,1,107,-1,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Friday-WorkingHours-Morning.pcap_ISCX.csv,0
60538,20,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,50000.0,50000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,352,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Monday-WorkingHours.pcap_ISCX.csv,0
80,576493,5,7,1047,11595,349,0,209.4,191.1551726,4344,0,1656.428571,1547.737688,21929.14745,20.81551727,52408.45455,89139.20011,212030,1,435835,108958.75,119092.1429,212030,1,576396,96066.0,175597.3416,435784,47,0,0,0,0,168,232,8.673132198,12.14238508,0,4344,972.4615385,1343.217072,1804232.103,0,0,0,1,0,0,0,0,1,1053.5,209.4,1656.428571,168,0,0,0,0,0,0,5,1047,7,11595,29200,235,3,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk,Wednesday-workingHours.pcap_ISCX.csv,1
443,3531496,10,10,851,3950,267,0,85.1,99.87041604,1953,0,395.0,712.4845417,1359.480515,5.663322286,185868.2105,341654.5956,1336490,4,2822139,313571.0,486112.0411,1432502,413,3435802,381755.7778,435579.8455,1336490,4,0,0,0,0,328,328,2.831661143,2.831661143,0,1953,228.6190476,509.5853683,259677.2476,0,0,0,1,0,0,0,0,1,240.05,85.1,395.0,328,0,0,0,0,0,0,10,851,10,3950,29200,254,5,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,Tuesday-WorkingHours.pcap_ISCX.csv,0
